primary_key,address,neighborhood
2172,"PRACA MACAU - R BENTO GONCALVES, N. 25",ARMADOR
2173,"R RIO SABOR, LT. 3",PADRE CRUZ
2174,"R RIO VIZELA, LT. 16",PADRE CRUZ
2175,"R JOSE VIANA, LT. 12 A",AMEIXOEIRA
2176,"R JOSE VIANA, LT. 14 A",AMEIXOEIRA
2177,"R LINO CARVALHO, LT. 25.3.C",ALTA LISBOA CENTRO
2178,"R TOMAS FONSECA, N. 19",QUINTA BARROS
2179,"R JOSE VIANA, LT. 18 A",AMEIXOEIRA
2180,"AV GLICINIA QUARTIN, N. 25",AMEIXOEIRA
2181,"R ENG CALDEIRA RODRIGUES, N. 9",QUINTA BARROS
2182,"PRACA MACAU - R GILBERTO FREYRE, N. 9",ARMADOR
2183,"R ALBERTO JOSE PESSOA, LT. F2",MARQUES ABRANTES
2184,"R ALBERTO JOSE PESSOA, LT. D1",MARQUES ABRANTES
2185,"R JOSE FELICIDADE ALVES, N. 3",BELA FLOR
2186,"R D ANTONIO LUIS SOUSA, LT. A-A1",BELA FLOR
2187,"R PROF QUEIROZ VELOSO, N. 75",ALTO FAIA
2188,"R LUIS STTAU MONTEIRO, LT. C1",ALFINETES
2189,"R JOAO AMARAL, LT. 22.2.14",ALTA LISBOA CENTRO
2190,"R JOAO AMARAL, LT. 22.2.16",ALTA LISBOA CENTRO
2191,"R CASTELO BRANCO SARAIVA, N. 91",VALE SANTO ANTONIO
2192,"R RAUL CARVALHO, LT. 1",AMEIXOEIRA
2193,"R RIO CEIRA, LT. 6",PADRE CRUZ
2194,"R RIO DAO, LT. 27",PADRE CRUZ
2195,"R AMERICO DURAO, N. 1",OLAIAS
2196,"PRACA MACAU - R GILBERTO FREYRE, N. 11",ARMADOR
2197,"R RAUL REGO, LT. 22.3.12",ALTA LISBOA CENTRO
2198,"R FLOR SERRA, LT. 1",CALHAU
2199,"R RIO COURA, LT. 10",PADRE CRUZ
2200,"R RIO SABOR, LT. 10",PADRE CRUZ
2201,"ALTO LUMIAR, LT. 20.2.9",ALTA LISBOA CENTRO
2202,"R D ANTONIO LUIS SOUSA, LT. B8",BELA FLOR
2203,"ESTRADA CIRCUNVALACAO, LT. C12",ALFREDO BENSAUDE
2204,"R PORTUGAL DURAO, N. 56",REGO
2205,"R VASCO GAMA FERNANDES, LT. 25.2.E",ALTA LISBOA CENTRO
2206,"R ARNALDO ASSIS PACHECO, LT. 10",AMEIXOEIRA
2207,"AV GLICINIA QUARTIN, N. 14",AMEIXOEIRA
2208,"R COSTA MALHEIRO, LT. A03",ALFREDO BENSAUDE
2209,"R LUIS PICARRA, N. 12",ALTA LISBOA SUL
2210,"ALTO LUMIAR, LT. 27.1.49.B",ALTA LISBOA CENTRO
2211,"R AUGUSTO ABELAIRA, N. 14",REGO
2212,"R D ANTONIO LUIS SOUSA, LT. B3",BELA FLOR
2213,"R COSTA MALHEIRO, LT. A10",ALFREDO BENSAUDE
2214,"R COSTA MALHEIRO, LT. A11",ALFREDO BENSAUDE
2215,"R JOSE PINTO BASTOS, LT. 43",CARAMAO DA AJUDA
2216,"R CLUBE ATLETICO RECREATIVO CARAMAO, LT. 48",CARAMAO DA AJUDA
2217,"RUA ACUCENAS, LT. 3",ACUCENAS
2218,"RUA AL BERTO, LT. 20",OLAIAS
2219,"R ARNALDO ASSIS PACHECO, LT. 9 A",AMEIXOEIRA
2220,"PC ANTONIO BAIAO, N. 5",SARGENTO ABILIO
2221,"R PEDRO AUGUSTO FRANCO, LT. 13",CARAMAO DA AJUDA
2222,"R RAUL PROENCA, LT. 52",CARAMAO DA AJUDA
2223,"R ANTONIO ALBINO MACHADO, N. 19",QUINTA BARROS
2224,"RUA AL BERTO, LT. 18",OLAIAS
2225,"PC ANTONIO BAIAO, N. 4",SARGENTO ABILIO
2226,"R JOSE FELICIDADE ALVES, N. 12",BELA FLOR
2227,"R CAPITAO HENRIQUE GALVAO, LT. 24",PRESIDENTE CARMONA
2228,"R GENERAL SILVA FREIRE, N. 31 B",OLIVAIS NORTE
2229,"R RIO TAMEGA, LT. 7",PADRE CRUZ
2230,"R RIO DOURO, LT. 15",PADRE CRUZ
2231,"BAIRRO CASALINHO AJUDA, LT. IO29",CASALINHO DA AJUDA
2232,"BAIRRO CASALINHO AJUDA, LT. IO30",CASALINHO DA AJUDA
2233,"BAIRRO CASALINHO AJUDA, LT. IO57 A",CASALINHO DA AJUDA
2234,"BAIRRO CASALINHO AJUDA, LT. IO57 B",CASALINHO DA AJUDA
2235,"R PROF MARIA LURDES BELCHIOR, LT. 21",OLAIAS
2236,"ALTO LUMIAR, LT. 27.1.49.C",ALTA LISBOA CENTRO
2237,"R ARNALDO ASSIS PACHECO, LT. 3 A",AMEIXOEIRA
2238,"AV FORCAS ARMADAS, N. 117",REGO
2239,"R ANTONIO ALBINO MACHADO, N. 53",QUINTA BARROS
2240,"R RAINHA ILHA COBRAS, LT. 15",CARAMAO DA AJUDA
2241,"BAIRRO CASALINHO AJUDA, LT. IO58",CASALINHO DA AJUDA
2242,"BAIRRO CASALINHO AJUDA, LT. IO83",CASALINHO DA AJUDA
2243,"AV CEUTA NORTE - QTA LOUREIRO, LT. 6B",VALE ALCANTARA
2244,"AV CEUTA NORTE - QTA LOUREIRO, LT. 9A",VALE ALCANTARA
2245,"R RAINHA ILHA COBRAS, LT. 36",CARAMAO DA AJUDA
2246,"BAIRRO CASALINHO AJUDA, LT. IO32",CASALINHO DA AJUDA
2247,"R FONSECA BENEVIDES, LT. 4",CASALINHO DA AJUDA
2248,"R ROY CAMPBELL, LT. 2",CASALINHO DA AJUDA
2249,"BO QUINTA CABRINHA, N. 53",VALE ALCANTARA
2250,"R VARELA SILVA, LT. 2",AMEIXOEIRA
2251,"BAIRRO CASALINHO AJUDA, LT. IO82",CASALINHO DA AJUDA
2252,"BAIRRO CASALINHO AJUDA, LT. IO85",CASALINHO DA AJUDA
2253,"R ROY CAMPBELL, LT. 22",CASALINHO DA AJUDA
2254,"R EDUARDO BAIRRADA, N. 37",EDUARDO BAIRRADA
2255,"R RIO SABOR, LT. 19",PADRE CRUZ
2256,"R RIO COURA, LT. 75 ",PADRE CRUZ
2257,"R RAUL CARVALHO, LT. 6",AMEIXOEIRA
2258,"R VARELA SILVA, LT. 15",AMEIXOEIRA
2259,"R CIRIACO CARDOSO, LT. 15",CASALINHO DA AJUDA
2260,"R FONSECA BENEVIDES, LT. A",CASALINHO DA AJUDA
2261,"LG DO JACINTO, LT. 1",JACINTO
2262,"R CINCO BAIRRO QUINTA JACINTO, LT. 17",JACINTO
2263,"R ARNALDO ASSIS PACHECO, LT. 5",AMEIXOEIRA
2264,"R JOSE VIANA, LT. 13",AMEIXOEIRA
2265,"R RIO PAIVA, LT. 47",PADRE CRUZ
2266,"R RIO PAIVA, LT. 57",PADRE CRUZ
2267,"R DEZ BAIRRO QUINTA JACINTO, LT. 4",JACINTO
2268,"R OITO BAIRRO QUINTA JACINTO, LT. 3",JACINTO
2269,"R QUINTA JACINTO, LT. 4",JACINTO
2270,"R TRES BAIRRO QUINTA JACINTO, LT. 6",JACINTO
2271,"R JOSE VIANA, LT. 15 A",AMEIXOEIRA
2272,"R JOSE VIANA, LT. 17 B",AMEIXOEIRA
2273,"R TRES BAIRRO QUINTA JACINTO, LT. 11",JACINTO
2274,"R ABADE FARIA, LT. 41",PRESIDENTE CARMONA
2275,"R ABADE FARIA, LT. 51",PRESIDENTE CARMONA
2276,"R ABADE FARIA, LT. 55",PRESIDENTE CARMONA
2277,"R MARIA JOSE GUIA, LT. -",ALTA LISBOA SUL
2278,"R D ANTONIO FERREIRA GOMES, N. 6",REGO
2279,"R CAPITAO HENRIQUE GALVAO, LT. 16",PRESIDENTE CARMONA
2280,"R CAPITAO HENRIQUE GALVAO, LT. 18",PRESIDENTE CARMONA
2281,"AV GLICINIA QUARTIN, N. 21",AMEIXOEIRA
2282,"R LUIS PICARRA, N. 5",ALTA LISBOA SUL
2283,"R CAPITAO HENRIQUE GALVAO, LT. 21",PRESIDENTE CARMONA
2284,"R CAPITAO HENRIQUE GALVAO, LT. 27",PRESIDENTE CARMONA
2285,"R JOSE CARDOSO PIRES, N. 25",ALTA LISBOA SUL
2286,"R JOSE FELICIDADE ALVES, N. 1",BELA FLOR
2287,"R CAPITAO HENRIQUE GALVAO, LT. 29",PRESIDENTE CARMONA
2288,"R RAUL PORTELA, N. 24",ALTO DO CHAPELEIRO
2289,"R JOSE FELICIDADE ALVES, N. 5",BELA FLOR
2290,"R PADRE ABEL VARZIM, N. 13",CASAL DOS MACHADOS
2291,"R RAUL PORTELA, N. 26",ALTO DO CHAPELEIRO
2292,"R MARGEM, LT. 1",GRILO
2293,"R RAUL REGO, LT. 22.3.8",ALTA LISBOA CENTRO
2294,"R RAUL REGO, LT. 22.3.13",ALTA LISBOA CENTRO
2295,"R RIO TAMEGA, LT. 1 ",PADRE CRUZ
2296,"R RIO DAO, LT. 32",PADRE CRUZ
2297,"R MARGEM, LT. 7",GRILO
2298,"R NOVA GRILO, LT. 7",GRILO
2299,"R FONSECA BENEVIDES, LT. B1",CASALINHO DA AJUDA
2300,"R FONSECA BENEVIDES, LT. C",CASALINHO DA AJUDA
2301,"R JOAO AMARAL, LT. 22.3.14",ALTA LISBOA CENTRO
2302,"R JOAO AMARAL, LT. 22.3.15",ALTA LISBOA CENTRO
2303,"R ALBERTO SOUSA, N. 6",REGO
2304,"R RIO LENA, LT. 17",PADRE CRUZ
2305,"R NOVA GRILO, LT. 9",GRILO
2306,"R QUINTA ADUELA, LT. 6",GRILO
2307,"R PINTO QUARTIN, LT. 41",2 DE MAIO
2308,"R DR MANUEL ESPIRITO SANTO, LT. 4",OURIVES
2309,"R FONSECA BENEVIDES, LT. C1",CASALINHO DA AJUDA
2310,"R ROY CAMPBELL, LT. 14",CASALINHO DA AJUDA
2311,"R ROY CAMPBELL, LT. 5",CASALINHO DA AJUDA
2312,"R ROY CAMPBELL, LT. 6",CASALINHO DA AJUDA
2313,"R ANTONIO ALBINO MACHADO, N. 51",QUINTA BARROS
2314,"R TOMAS FONSECA, N. 17",QUINTA BARROS
2315,"R QUINTA ADUELA, LT. 13",GRILO
2316,"R QUINTA OURIVES, LT. 3",OURIVES
2317,"R ROY CAMPBELL, LT. 9",CASALINHO DA AJUDA
2318,"R EDUARDO BAIRRADA, N. 35",EDUARDO BAIRRADA
2319,"R PROF QUEIROZ VELOSO, LT. 154",TELHEIRAS NORTE
2320,"R PROF PAULO MEREA, N. 3",ALTO FAIA
2321,"R ANTONIO JOAQUIM ANSELMO, LT. 38",OURIVES
2322,"R CELESTINO ALVES, LT. B",OURIVES
2323,"R CINCO BAIRRO QUINTA JACINTO, LT. 20",JACINTO
2324,"R DEZ BAIRRO QUINTA JACINTO, LT. 1",JACINTO
2325,"PRACA MACAU - R GILBERTO FREYRE, N. 1",ARMADOR
2326,"PRACA MACAU - R BENTO GONCALVES, N. 29",ARMADOR
2327,"R RIO SABOR, LT. 63",PADRE CRUZ
2328,"R RIO DOURO, LT. 27",PADRE CRUZ
2329,"R DR MANUEL ESPIRITO SANTO, LT. 5",OURIVES
2330,"R DR MANUEL ESPIRITO SANTO, LT. 9",OURIVES
2331,"R DEZ BAIRRO QUINTA JACINTO, LT. 2",JACINTO
2332,"R QUINTA JACINTO, LT. 5",JACINTO
2333,"R TOMAS DEL NEGRO, LT. 15.3.B",ALTA LISBOA SUL
2334,"R LUIS PICARRA, N. 6",ALTA LISBOA SUL
2335,"R RIO PAIVA, LT. 59",PADRE CRUZ
2336,"R RIO CORGO, LT. 29",PADRE CRUZ
2337,"R DR MANUEL ESPIRITO SANTO, LT. D",OURIVES
2338,"R DR MANUEL ESPIRITO SANTO, LT. E",OURIVES
2339,"R DONDO, LT. 402",OLIVAIS SUL
2340,"LG OCIDENTAL, LT. 3",CARAMAO DA AJUDA
2341,"R DR MANUEL ESPIRITO SANTO, LT. G",OURIVES
2342,"R FAUSTINO JOSE RODRIGUES, LT. 22",OURIVES
2343,"R QUINTA JACINTO, LT. 11",JACINTO
2344,"R ABADE FARIA, LT. 43",PRESIDENTE CARMONA
2345,"R RAINHA CONGO, LT. 28",CARAMAO DA AJUDA
2346,"R RAUL PROENCA, LT. 72",CARAMAO DA AJUDA
2347,"R ISSAN SARTAWI, LT. 2",BOM PASTOR
2348,"R ISSAN SARTAWI, LT. 5",BOM PASTOR
2349,"R ABADE FARIA, LT. 53",PRESIDENTE CARMONA
2350,"R RAUL PORTELA, N. 2",ALTO DO CHAPELEIRO
2351,"R VAGA LUMES, LT. 2",CARAMAO DA AJUDA
2352,"R VAGA LUMES, LT. 28",CARAMAO DA AJUDA
2353,"R ISSAN SARTAWI, LT. 8",BOM PASTOR
2354,"R QUATRO BAIRRO PEDRALVAS, LT. 14",PEDRALVAS
2355,"BAIRRO CASALINHO AJUDA, LT. IO84 A",CASALINHO DA AJUDA
2356,"R CIRIACO CARDOSO, LT. 16",CASALINHO DA AJUDA
2357,"R RAUL PORTELA, N. 8",ALTO DO CHAPELEIRO
2358,"R RAUL PORTELA, N. 12",ALTO DO CHAPELEIRO
2359,"R QUATRO BAIRRO PEDRALVAS, LT. 16",PEDRALVAS
2360,"R SEIS BAIRRO PEDRALVAS, LT. 6",PEDRALVAS
2361,"R FONSECA BENEVIDES, LT. 11",CASALINHO DA AJUDA
2362,"R FONSECA BENEVIDES, LT. 20",CASALINHO DA AJUDA
2363,"R RAUL PORTELA, N. 20",ALTO DO CHAPELEIRO
2364,"R RAUL PORTELA, N. 22",ALTO DO CHAPELEIRO
2365,"R TRES BAIRRO PEDRALVAS, LT. 16",PEDRALVAS
2366,"R ACTRIZ MARIA MATOS, LT. 9",CHARQUINHO 2
2367,"R FONSECA BENEVIDES, LT. 7",CASALINHO DA AJUDA
2368,"R FONSECA BENEVIDES, LT. 8",CASALINHO DA AJUDA
2369,"R RIO ALVA, LT. 53",PADRE CRUZ
2370,"R RIO PAIVA, LT. 25",PADRE CRUZ
2371,"R RAUL PORTELA, N. 28",ALTO DO CHAPELEIRO
2372,"R MARGEM, LT. 11",GRILO
2373,"R ROY CAMPBELL, LT. 13",CASALINHO DA AJUDA
2374,"R CINCO BAIRRO QUINTA JACINTO, LT. 19",JACINTO
2375,"R JOAO BAPTISTA RIBEIRO, LT. 10",CHARQUINHO 2
2376,"R QUINTA CHARQUINHO, LT. 10",CHARQUINHO 2
2377,"R MARQUES OLHAO, LT. 18",GRILO
2378,"R NOVA GRILO, LT. 5",GRILO
2379,"R OITO BAIRRO QUINTA JACINTO, LT. 2",JACINTO
2380,"R QUATRO BAIRRO QUINTA JACINTO, LT. 2",JACINTO
2381,"R QUINTA CHARQUINHO, LT. 12",CHARQUINHO 2
2382,"R QUINTA CHARQUINHO, LT. 18",CHARQUINHO 2
2383,"R NOVA GRILO, LT. 17",GRILO
2384,"R QUINTA ADUELA, LT. 3",GRILO
2385,"R QUINTA CHARQUINHO, LT. 20",CHARQUINHO 2
2386,"R QUINTA CHARQUINHO, LT. 32",CHARQUINHO 2
2387,"R QUINTA ADUELA, LT. 7",GRILO
2388,"R ANTONIO JOAQUIM ANSELMO, LT. I",OURIVES
2389,"R QUINTA JACINTO, LT. 6",JACINTO
2390,"R QUINTA JACINTO, LT. 7",JACINTO
2391,"R QUINTA CHARQUINHO, LT. 6 B",CHARQUINHO 2
2392,"R MANUEL ANTONIO GOMES, LT. 2",CHARNECA DO LUMIAR
2393,"R CELESTINO ALVES, LT. A",OURIVES
2394,"R DR MANUEL ESPIRITO SANTO, LT. 25",OURIVES
2395,"R QUINTA JACINTO, LT. 9",JACINTO
2396,"R QUINTA JACINTO, LT. 13",JACINTO
2397,"R MARIA MARGARIDA, LT. 5",CRUZ VERMELHA
2398,"R PEDRO QUEIROS PEREIRA, LT. 11",PEDRO QUEIROZ PEREIRA
2399,"R RIO CAIA, LT. 1",PADRE CRUZ
2400,"R RIO MIRA, LT. 8",PADRE CRUZ
2401,"R DR MANUEL ESPIRITO SANTO, LT. 26",OURIVES
2402,"R DR MANUEL ESPIRITO SANTO, LT. 33",OURIVES
2403,"R DR MANUEL ESPIRITO SANTO, LT. 34",OURIVES
2404,"R DR MANUEL ESPIRITO SANTO, LT. 35",OURIVES
2405,"R QUINTA JACINTO, LT. 25",JACINTO
2406,"R SETE BAIRRO QUINTA JACINTO, LT. 2",JACINTO
2407,"R PEDRO QUEIROS PEREIRA, LT. 12",PEDRO QUEIROZ PEREIRA
2408,"R PEDRO QUEIROS PEREIRA, LT. 16",PEDRO QUEIROZ PEREIRA
2409,"R DR MANUEL ESPIRITO SANTO, LT. 6",OURIVES
2410,"R FAUSTINO JOSE RODRIGUES, LT. 17",OURIVES
2411,"R PEDRO QUEIROS PEREIRA, LT. 18",PEDRO QUEIROZ PEREIRA
2412,"R PEDRO QUEIROS PEREIRA, LT. 21",PEDRO QUEIROZ PEREIRA
2413,"R TRES BAIRRO QUINTA JACINTO, LT. 12",JACINTO
2414,"R CAPITAO HENRIQUE GALVAO, LT. 7",PRESIDENTE CARMONA
2415,"R JOSE RODRIGUES, LT. 28",OURIVES
2416,"R JOSE RODRIGUES, LT. 29",OURIVES
2417,"R RIO DAO, LT. 19",PADRE CRUZ
2418,"R RIO TORGAL, LT. 26",PADRE CRUZ
2419,"R PEDRO QUEIROS PEREIRA, LT. 3",PEDRO QUEIROZ PEREIRA
2420,"R PEDRO QUEIROS PEREIRA, LT. 4",PEDRO QUEIROZ PEREIRA
2421,"R CAPITAO HENRIQUE GALVAO, LT. 20",PRESIDENTE CARMONA
2422,"R RAUL PORTELA, N. 6",ALTO DO CHAPELEIRO
2423,"R PEDRO QUEIROS PEREIRA, LT. 8",PEDRO QUEIROZ PEREIRA
2424,"R PEDRO QUEIROS PEREIRA, LT. 9",PEDRO QUEIROZ PEREIRA
2425,"BAIRRO QUINTA LAVADEIRAS, N. 14",QUINTA DAS LAVADEIRAS
2426,"R MARQUES OLHAO, LT. 14",GRILO
2427,"R DAMIAO PERES, LT. 110",TELHEIRAS NORTE
2428,"R DAMIAO PERES, LT. 126",TELHEIRAS NORTE
2429,"R MARQUES OLHAO, LT. 16",GRILO
2430,"R NOVA GRILO, LT. 3",GRILO
2431,"R RIO ALVA, LT. 73",PADRE CRUZ
2432,"R RIO DAO, LT. 20",PADRE CRUZ
2433,"R NOVA GRILO, LT. 13 ",GRILO
2434,"R NOVA GRILO, LT. 15",GRILO
2435,"R DAMIAO PERES, LT. 190",TELHEIRAS NORTE
2436,"R DAMIAO PERES, LT. 194",TELHEIRAS NORTE
2437,"R DAMIAO PERES, LT. 206",TELHEIRAS NORTE
2438,"R DAMIAO PERES, LT. 230",TELHEIRAS NORTE
2439,"R QUINTA ADUELA, LT. 2",GRILO
2440,"R ANTONIO JOAQUIM ANSELMO, LT. 39",OURIVES
2441,"R DAMIAO PERES, LT. 260",TELHEIRAS NORTE
2442,"R PROF QUEIROZ VELOSO, LT. 98",TELHEIRAS NORTE
2443,"R ANTONIO JOAQUIM ANSELMO, LT. 40",OURIVES
2444,"R ANTONIO JOAQUIM ANSELMO, LT. 41",OURIVES
2445,"R RIO PAIVA, LT. 21",PADRE CRUZ
2446,"R RIO LENA, LT. 64",PADRE CRUZ
2447,"R PROF QUEIROZ VELOSO, LT. 108",TELHEIRAS NORTE
2448,"R PROF QUEIROZ VELOSO, LT. 110",TELHEIRAS NORTE
2449,"R ANTONIO JOAQUIM ANSELMO, LT. J",OURIVES
2450,"R DR MANUEL ESPIRITO SANTO, LT. 10",OURIVES
2451,"R PROF QUEIROZ VELOSO, LT. 112",TELHEIRAS NORTE
2452,"R PROF QUEIROZ VELOSO, LT. 118",TELHEIRAS NORTE
2453,"R DR MANUEL ESPIRITO SANTO, LT. 3",OURIVES
2454,"R DR MANUEL ESPIRITO SANTO, LT. 36",OURIVES
2455,"R RIO TAVORA, LT. 45",PADRE CRUZ
2456,"R RIO SABOR, LT. 68",PADRE CRUZ
2457,"R LUIS BARBOSA, LT. 12",OURIVES
2458,"R QUINTA OURIVES, LT. 1",OURIVES
2459,"R PROF QUEIROZ VELOSO, LT. 138",TELHEIRAS NORTE
2460,"R PROF QUEIROZ VELOSO, LT. 146",TELHEIRAS NORTE
2461,"R DR MANUEL ESPIRITO SANTO, LT. 7",OURIVES
2462,"R DR MANUEL ESPIRITO SANTO, LT. 8",OURIVES
2463,"R QUINTA OURIVES, LT. 2",OURIVES
2464,"R QUINTA OURIVES, LT. 4",OURIVES
2465,"R PROF QUEIROZ VELOSO, LT. 156",TELHEIRAS NORTE
2466,"R PROF QUEIROZ VELOSO, LT. 158",TELHEIRAS NORTE
2467,"R DR MANUEL ESPIRITO SANTO, LT. C",OURIVES
2468,"R DR MANUEL ESPIRITO SANTO, LT. H",OURIVES
2469,"R PROF QUEIROZ VELOSO, LT. 166",TELHEIRAS NORTE
2470,"R PROF QUEIROZ VELOSO, LT. 210",TELHEIRAS NORTE
2471,"R QUINTA OURIVES, LT. 5",OURIVES
2472,"R ISSAN SARTAWI, LT. 4",BOM PASTOR
2473,"R FAUSTINO JOSE RODRIGUES, LT. 18",OURIVES
2474,"R FAUSTINO JOSE RODRIGUES, LT. 2",OURIVES
2475,"R RIO ALVA, LT. 46",PADRE CRUZ
2476,"R RIO ARADE, LT. 6",PADRE CRUZ
2477,"R PROF QUEIROZ VELOSO, LT. 212",TELHEIRAS NORTE
2478,"R PROF QUEIROZ VELOSO, LT. 254",TELHEIRAS NORTE
2479,"R JOSE RODRIGUES, LT. 27",OURIVES
2480,"R ISSAN SARTAWI, LT. 7",BOM PASTOR
2481,"R PROF QUEIROZ VELOSO, LT. 258",TELHEIRAS NORTE
2482,"AV JOAO PAULO II, LT. 524",CONDADO
2483,"R ALM CAMPOS RODRIGUES, LT. 1",PEDRALVAS
2484,"R CINCO BAIRRO PEDRALVAS, LT. 2",PEDRALVAS
2485,"R CINCO BAIRRO PEDRALVAS, LT. D",PEDRALVAS
2486,"R DOIS BAIRRO PEDRALVAS, LT. 8",PEDRALVAS
2487,"R ALM CAMPOS RODRIGUES, LT. 7",PEDRALVAS
2488,"R ALM CAMPOS RODRIGUES, LT. 9",PEDRALVAS
2489,"AV JOAO PAULO II, LT. 525",CONDADO
2490,"AV JOAO PAULO II, LT. 528",CONDADO
2491,"R QUATRO BAIRRO PEDRALVAS, LT. 6",PEDRALVAS
2492,"R SEIS BAIRRO PEDRALVAS, LT. 8",PEDRALVAS
2493,"R ARY SANTOS, LT. 1",PEDRALVAS
2494,"R CINCO BAIRRO PEDRALVAS, LT. 4",PEDRALVAS
2495,"R ACTRIZ ADELINA ABRANCHES, LT. 3",CHARQUINHO 2
2496,"R ACTRIZ MARIA MATOS, LT. 13",CHARQUINHO 2
2497,"AV JOAO PAULO II, LT. 535",CONDADO
2498,"AV JOAO PAULO II, LT. 536",CONDADO
2499,"R RIO CORGO, LT. 10",PADRE CRUZ
2500,"R RIO PAIVA, LT. 32",PADRE CRUZ
2501,"R CINCO BAIRRO PEDRALVAS, LT. 12",PEDRALVAS
2502,"R SEIS BAIRRO PEDRALVAS, LT. 12",PEDRALVAS
2503,"R JOAO BAPTISTA RIBEIRO, LT. 12",CHARQUINHO 2
2504,"R QUINTA CHARQUINHO, LT. 8",CHARQUINHO 2
2505,"AV JOAO PAULO II, LT. 541",CONDADO
2506,"AV JOAO PAULO II, LT. 550",CONDADO
2507,"R TRES BAIRRO PEDRALVAS, LT. 8",PEDRALVAS
2508,"R TRES BAIRRO PEDRALVAS, LT. 10",PEDRALVAS
2509,"R ACTRIZ ADELINA ABRANCHES, LT. 11",CHARQUINHO 2
2510,"R ACTRIZ ADELINA ABRANCHES, LT. 13",CHARQUINHO 2
2511,"PC DR FERNANDO AMADO, LT. 570",CONDADO
2512,"PC DR FERNANDO AMADO, LT. 571",CONDADO
2513,"R QUINTA CHARQUINHO, LT. 14",CHARQUINHO 2
2514,"R QUINTA CHARQUINHO, LT. 16",CHARQUINHO 2
2515,"R ACTRIZ MARIA MATOS, LT. 11",CHARQUINHO 2
2516,"R QUINTA CHARQUINHO, LT. 26",CHARQUINHO 2
2517,"PC DR FERNANDO AMADO, LT. 573",CONDADO
2518,"R ALFREDO DUARTE MARCENEIRO, LT. 574 A",CONDADO
2519,"R QUINTA CHARQUINHO, LT. 22",CHARQUINHO 2
2520,"R QUINTA CHARQUINHO, LT. 24",CHARQUINHO 2
2521,"R MANUEL ANTONIO GOMES, LT. 1",CHARNECA DO LUMIAR
2522,"R PEDRO QUEIROS PEREIRA, LT. 1",PEDRO QUEIROZ PEREIRA
2523,"R ENG CUNHA LEAL, LT. 521",CONDADO
2524,"R ENG CUNHA LEAL, LT. 580",CONDADO
2525,"R QUINTA CHARQUINHO, LT. 28",CHARQUINHO 2
2526,"R QUINTA CHARQUINHO, LT. 30",CHARQUINHO 2
2527,"R PEDRO QUEIROS PEREIRA, LT. 15",PEDRO QUEIROZ PEREIRA
2528,"R PEDRO QUEIROS PEREIRA, LT. 19",PEDRO QUEIROZ PEREIRA
2529,"R MARIA MARGARIDA, LT. 1",CRUZ VERMELHA
2530,"R MARIA MARGARIDA, LT. 3",CRUZ VERMELHA
2531,"R PEDRO QUEIROS PEREIRA, LT. 2",PEDRO QUEIROZ PEREIRA
2532,"R PEDRO QUEIROS PEREIRA, LT. 20",PEDRO QUEIROZ PEREIRA
2533,"R ENG CUNHA LEAL, LT. 582",CONDADO
2534,"R ENG CUNHA LEAL, LT. 583",CONDADO
2535,"R MARIA MARGARIDA, LT. 4",CRUZ VERMELHA
2536,"R MARIA MARGARIDA, LT. 6",CRUZ VERMELHA
2537,"R PEDRO QUEIROS PEREIRA, LT. 7",PEDRO QUEIROZ PEREIRA
2538,"R DAMIAO PERES, LT. 120",TELHEIRAS NORTE
2539,"R RIO VIZELA, LT. 10",PADRE CRUZ
2540,"R RIO ALVA, N. 55",PADRE CRUZ
2541,"R ENG CUNHA LEAL, LT. 586",CONDADO
2542,"R ENG CUNHA LEAL, LT. 594",CONDADO
2543,"R MARIA MARGARIDA, LT. 7",CRUZ VERMELHA
2544,"R PEDRO QUEIROS PEREIRA, LT. 10",PEDRO QUEIROZ PEREIRA
2545,"R DAMIAO PERES, LT. 132",TELHEIRAS NORTE
2546,"R DAMIAO PERES, LT. 138",TELHEIRAS NORTE
2547,"R ENG CUNHA LEAL, LT. 596",CONDADO
2548,"R ENG CUNHA LEAL, LT. 597 B",CONDADO
2549,"R PEDRO QUEIROS PEREIRA, LT. 17",PEDRO QUEIROZ PEREIRA
2550,"R PEDRO QUEIROS PEREIRA, LT. 6",PEDRO QUEIROZ PEREIRA
2551,"R DAMIAO PERES, LT. 150",TELHEIRAS NORTE
2552,"R DAMIAO PERES, LT. 160",TELHEIRAS NORTE
2553,"R DAMIAO PERES, LT. 164",TELHEIRAS NORTE
2554,"R DAMIAO PERES, LT. 176",TELHEIRAS NORTE
2555,"LG VITORIANO BRAGA, LT. 9",CONDADO ANTIGO
2556,"R ERNESTO RODRIGUES, LT. C",CONDADO ANTIGO
2557,"R DAMIAO PERES, LT. 96",TELHEIRAS NORTE
2558,"R DAMIAO PERES, LT. 116",TELHEIRAS NORTE
2559,"R DAMIAO PERES, LT. 192",TELHEIRAS NORTE
2560,"R DAMIAO PERES, LT. 200",TELHEIRAS NORTE
2561,"R DAMIAO PERES, LT. 118",TELHEIRAS NORTE
2562,"R DAMIAO PERES, LT. 136",TELHEIRAS NORTE
2563,"R RIO ALVA, LT. 9",PADRE CRUZ
2564,"R RIO SABOR, LT. 79",PADRE CRUZ
2565,"R SOUSA BASTOS, LT. 13",CONDADO ANTIGO
2566,"R SOUSA BASTOS, LT. 15",CONDADO ANTIGO
2567,"R DAMIAO PERES, LT. 218",TELHEIRAS NORTE
