primary_key,address,neighborhood
1063,"AV CEUTA NORTE - QTA LOUREIRO, LT. 3",VALE ALCANTARA
1064,"AV CEUTA NORTE - QTA LOUREIRO, LT. 8B",VALE ALCANTARA
1065,"R RIO SABOR, LT. 27",PADRE CRUZ
1066,"R RIO LENA, LT. 35",PADRE CRUZ
1067,"R RIO CORGO, LT. 44",PADRE CRUZ
1068,"R RIO DAO, LT. 1",PADRE CRUZ
1069,"R RIO PAIVA, LT. 64",PADRE CRUZ
1070,"R RIO COURA, LT. 35",PADRE CRUZ
1071,"R RIO ALVA, LT. 77",PADRE CRUZ
1072,"R RIO MIRA, LT. 19",PADRE CRUZ
1073,"R RIO LENA, N. 5",PADRE CRUZ
1074,"R RIO AGUEDA, LT. 17",PADRE CRUZ
1075,"R RIO DOURO, LT. 9",PADRE CRUZ
1076,"R RIO CEIRA, LT. 30",PADRE CRUZ
1077,"R RIO COURA, LT. 55",PADRE CRUZ
1078,"R RIO DOURO, LT. 39",PADRE CRUZ
1079,"R RIO TORGAL, LT. 8",PADRE CRUZ
1080,"R RIO VIZELA, LT. 27",PADRE CRUZ
1081,"R RIO COURA, LT. 51",PADRE CRUZ
1082,"R RIO TAVORA, LT. 15",PADRE CRUZ
1083,"R RIO TAMEGA, LT. 2",PADRE CRUZ
1084,"R RIO CAIA, LT. 3",PADRE CRUZ
1085,"R RIO COURA, LT. 54",PADRE CRUZ
1086,"R RIO TEJO, LT. 6",PADRE CRUZ
1087,"AV CEUTA NORTE - QTA LOUREIRO, LT. 9B",VALE ALCANTARA
1088,"AV CEUTA NORTE - QTA LOUREIRO, LT. 12",VALE ALCANTARA
1089,"R RIO COURA, LT. 73 ",PADRE CRUZ
1090,"R RIO TUA, LT. 4",PADRE CRUZ
1091,"R RIO PAIVA, LT. 24",PADRE CRUZ
1092,"R RIO SABOR, LT. 67",PADRE CRUZ
1093,"R RIO TEJO, LT. 10",PADRE CRUZ
1094,"R RIO MIRA, LT. 14",PADRE CRUZ
1095,"AV CEUTA SUL, LT. 6",VALE ALCANTARA
1096,"AV CEUTA SUL, LT. 7",VALE ALCANTARA
1097,"R RIO LENA, LT. 39",PADRE CRUZ
1098,"R RIO CAIA, LT. 38 ",PADRE CRUZ
1099,"R RIO DAO, LT. 39 ",PADRE CRUZ
1100,"R RIO TORGAL, LT. 36",PADRE CRUZ
1101,"R RIO ALVA, LT. 14",PADRE CRUZ
1102,"R RIO PAIVA, LT. 39",PADRE CRUZ
1103,"R RIO ALCOA, LT. 17",PADRE CRUZ
1104,"R RIO SABOR, LT. 80",PADRE CRUZ
1105,"R RIO MIRA, LT. 1",PADRE CRUZ
1106,"R RIO LIMA, LT. 5",PADRE CRUZ
1107,"R RIO PAIVA, LT. 49",PADRE CRUZ
1108,"R RIO ALVA, LT. 61",PADRE CRUZ
1109,"AV CEUTA SUL, LT. 8",VALE ALCANTARA
1110,"BO QUINTA CABRINHA, N. 5",VALE ALCANTARA
1111,"R RIO ALVA, LT. 16",PADRE CRUZ
1112,"R RIO ALVA, LT. 10",PADRE CRUZ
1113,"R RIO PAIVA, LT. 44",PADRE CRUZ
1114,"R RIO SABOR, LT. 36",PADRE CRUZ
1115,"R RIO CORGO, LT. 18",PADRE CRUZ
1116,"R RIO TAVORA, LT. 21",PADRE CRUZ
1117,"BO QUINTA CABRINHA, N. 9",VALE ALCANTARA
1118,"RUA FRANCISCO LACERDA, LT. 6",VALE ALCANTARA
1119,"R RIO ALVA, LT. 15",PADRE CRUZ
1120,"R RIO SABOR, LT. 58",PADRE CRUZ
1121,"R RIO CEIRA, LT. 29",PADRE CRUZ
1122,"R RIO COURA, LT. 87",PADRE CRUZ
1123,"R RIO PAIVA, LT. 100",PADRE CRUZ
1124,"R RIO SABOR, LT. 45",PADRE CRUZ
1125,"R RIO TAVORA, LT. 46",PADRE CRUZ
1126,"R RIO TORGAL, LT. 1",PADRE CRUZ
1127,"R RIO TAMEGA, LT. 13",PADRE CRUZ
1128,"R RIO ALVA, LT. 23",PADRE CRUZ
1129,"R RIO CAIA, LT. 39 ",PADRE CRUZ
1130,"R RIO TAVORA, LT. 35",PADRE CRUZ
1131,"R RIO SABOR, LT. 57",PADRE CRUZ
1132,"R RIO MIRA, LT. 2",PADRE CRUZ
1133,"R FERREIRA DE CASTRO, LT. -",FLAMENGA
1134,"R RIO DAO, LT. 3",PADRE CRUZ
1135,"R RIO COURA, LT. 40",PADRE CRUZ
1136,"R RIO TAVORA, LT. 26",PADRE CRUZ
1137,"R FREITAS GAZUL, LT. 34",VALE ALCANTARA
1138,"AV CEUTA NORTE - QTA LOUREIRO, LT. 4",VALE ALCANTARA
1139,"R RIO COURA, LT. 25",PADRE CRUZ
1140,"R RIO CORGO, LT. 5",PADRE CRUZ
1141,"R RIO SABOR, LT. 90",PADRE CRUZ
1142,"R RIO DAO, LT. 36",PADRE CRUZ
1143,"AV CEUTA NORTE - QTA LOUREIRO, LT. 8",VALE ALCANTARA
1144,"R VARELA SILVA, LT. 3",AMEIXOEIRA
1145,"R RIO ALVA, LT. 31",PADRE CRUZ
1146,"R RIO TAVORA, LT. 30",PADRE CRUZ
1147,"R RIO TAVORA, LT. 41",PADRE CRUZ
1148,"R RIO TUA, LT. 2",PADRE CRUZ
1149,"R RIO TORGAL, LT. 34",PADRE CRUZ
1150,"R RIO LENA, LT. 68",PADRE CRUZ
1151,"R RIO AGUEDA, LT. 31",PADRE CRUZ
1152,"R RIO COURA, LT. 17",PADRE CRUZ
1153,"R RIO TORGAL, LT. 14",PADRE CRUZ
1154,"R RIO CORGO, LT. 48",PADRE CRUZ
1155,"R RIO ALVA, LT. 65",PADRE CRUZ
1156,"R RIO ALVA, LT. 40",PADRE CRUZ
1157,"R RIO CAIA, LT. 11 ",PADRE CRUZ
1158,"R RIO CEIRA, LT. 23",PADRE CRUZ
1159,"R RIO TAVORA, LT. 25",PADRE CRUZ
1160,"R RIO TAVORA, LT. 4",PADRE CRUZ
1161,"R RIO CORGO, LT. 26",PADRE CRUZ
1162,"R RIO VEZ, LT. 18",PADRE CRUZ
1163,"R RIO LENA, N. 6",PADRE CRUZ
1164,"R RIO LIMA, LT. 2",PADRE CRUZ
1165,"R RIO TAMEGA, LT. 35",PADRE CRUZ
1166,"R RIO ALVA, LT. 56",PADRE CRUZ
1167,"R VARELA SILVA, LT. 9",AMEIXOEIRA
1168,"R VARELA SILVA, LT. 16",AMEIXOEIRA
1169,"R RIO CAIA, LT. 37 ",PADRE CRUZ
1170,"R RIO PAIVA, LT. 13",PADRE CRUZ
1171,"R RIO ARADE, LT. 12",PADRE CRUZ
1172,"R RIO COURA, LT. 27",PADRE CRUZ
1173,"R RIO TAMEGA, LT. 20",PADRE CRUZ
1174,"R RIO SABOR, LT. 48",PADRE CRUZ
1175,"R JOSE INACIO ANDRADE, N. 4",QUINTA LAVRADO
1176,"R VARELA SILVA, LT. 8",AMEIXOEIRA
1177,"R RIO COURA, LT. 23 ",PADRE CRUZ
1178,"R RIO DAO, LT. 23",PADRE CRUZ
1179,"R RIO PAIVA, LT. 56",PADRE CRUZ
1180,"R RIO TAVORA, LT. 1 ",PADRE CRUZ
1181,"R RIO CORGO, LT. 46",PADRE CRUZ
1182,"R RIO TAVORA, LT. 5",PADRE CRUZ
1183,"R RIO COURA, LT. 66",PADRE CRUZ
1184,"R RIO SABOR, LT. 72",PADRE CRUZ
1185,"R RIO SABOR, LT. 96",PADRE CRUZ
1186,"R RIO LENA, LT. 24",PADRE CRUZ
1187,"R RIO SABOR, LT. 73",PADRE CRUZ
1188,"R RIO LENA, LT. 16",PADRE CRUZ
1189,"R RIO TORGAL, LT. 5",PADRE CRUZ
1190,"R RIO LENA, LT. 76",PADRE CRUZ
1191,"R RIO DAO, LT. 30",PADRE CRUZ
1192,"R RIO SABOR, LT. 2",PADRE CRUZ
1193,"R RIO ALVA, LT. 29",PADRE CRUZ
1194,"R RIO MIRA, LT. 24",PADRE CRUZ
1195,"R RIO AGUEDA, LT. 39",PADRE CRUZ
1196,"R RIO CORGO, LT. 33",PADRE CRUZ
1197,"R RAINHA D BRITES, LT. -",BOAVISTA
1198,"R PROF LINDLEY CINTRA, LT. 49",PADRE CRUZ
1199,"R RIO TAMEGA, LT. 25",PADRE CRUZ
1200,"R RIO TORGAL, LT. 11",PADRE CRUZ
1201,"R RIO SABOR, LT. 83",PADRE CRUZ
1202,"R RIO LIMA, LT. 14",PADRE CRUZ
1203,"R RIO CEIRA, LT. 24",PADRE CRUZ
1204,"R RIO LENA, LT. 2",PADRE CRUZ
1205,"AV CARLOS PAREDES, LT. 7.8",ALTA LISBOA SUL
1206,"R OCTAVIO PATO, N. 4",ALTA LISBOA CENTRO
1207,"R RIO PAIVA, LT. 35",PADRE CRUZ
1208,"R RIO CAIA, LT. 32 ",PADRE CRUZ
1209,"R RIO ARADE, LT. 10",PADRE CRUZ
1210,"R RIO DAO, LT. 31",PADRE CRUZ
1211,"R RIO PAIVA, LT. 18",PADRE CRUZ
1212,"R RIO COURA, LT. 18",PADRE CRUZ
1213,"R RIO COURA, LT. 91",PADRE CRUZ
1214,"R RIO SABOR, LT. 44",PADRE CRUZ
1215,"R RIO PAIVA, LT. 77",PADRE CRUZ
1216,"R RIO CORGO, LT. 24",PADRE CRUZ
1217,"R RIO SABOR, LT. 78",PADRE CRUZ
1218,"R RIO CEIRA, LT. 8",PADRE CRUZ
1219,"R RIO LIMA, LT. 28",PADRE CRUZ
1220,"R RIO TUA, LT. 1",PADRE CRUZ
1221,"R RIO ALVA, LT. 8",PADRE CRUZ
1222,"R RIO COURA, LT. 19",PADRE CRUZ
1223,"R RIO COURA, LT. 4",PADRE CRUZ
1224,"R RIO ALVA, LT. 5",PADRE CRUZ
1225,"R RIO TAVORA, LT. 23",PADRE CRUZ
1226,"R RIO CORGO, LT. 15",PADRE CRUZ
1227,"R RIO CAIA, LT. 47 ",PADRE CRUZ
1228,"R RIO ALVA, N. 11",PADRE CRUZ
1229,"R OCTAVIO PATO, N. 2",ALTA LISBOA CENTRO
1230,"R PROF FERNANDO MELLO MOSER, N. 6",PACO LUMIAR
1231,"R RIO CEIRA, LT. 1",PADRE CRUZ
1232,"R RIO SABOR, LT. 85",PADRE CRUZ
1233,"R RIO CEIRA, LT. 3",PADRE CRUZ
1234,"R RIO LENA, LT. 26",PADRE CRUZ
1235,"R RIO TAVORA, LT. 44",PADRE CRUZ
1236,"R RIO AGUEDA, LT. 37",PADRE CRUZ
1237,"R RIO ALVA, LT. 48",PADRE CRUZ
1238,"R RIO CEIRA, LT. 32",PADRE CRUZ
1239,"R ALM SARMENTO RODRIGUES, LT. 9",JOAO NASCIMENTO COSTA
1240,"R PADRE JOSE GALLEA, N. 1",LIBERDADE
1241,"R RIO SABOR, LT. 14",PADRE CRUZ
1242,"R RIO LENA, LT. 66",PADRE CRUZ
1243,"R RIO PAIVA, LT. 76",PADRE CRUZ
1244,"R RIO CORGO, LT. 35",PADRE CRUZ
1245,"R RIO DOURO, LT. 31",PADRE CRUZ
1246,"R RIO TAVORA, LT. 27",PADRE CRUZ
1247,"R RIO LENA, LT. 23",PADRE CRUZ
1248,"R RIO ALVA, LT. 24",PADRE CRUZ
1249,"R RIO COURA, LT. 46",PADRE CRUZ
1250,"R RIO SABOR, N. 56",PADRE CRUZ
1251,"R RIO LENA, LT. 32",PADRE CRUZ
1252,"R RIO TORGAL, LT. 18",PADRE CRUZ
1253,"R RIO CORGO, LT. 16",PADRE CRUZ
1254,"R RIO ALCOA, LT. 13",PADRE CRUZ
1255,"R RIO LENA, LT. 54",PADRE CRUZ
1256,"R RIO CORGO, LT. 21",PADRE CRUZ
1257,"R RIO CAIA, LT. 7",PADRE CRUZ
1258,"R RIO TAMEGA, LT. 34",PADRE CRUZ
1259,"R RIO CORGO, LT. 20",PADRE CRUZ
1260,"R RIO CORGO, LT. 41",PADRE CRUZ
1261,"R RIO VEZ, LT. 20",PADRE CRUZ
1262,"R RIO TORGAL, LT. 4",PADRE CRUZ
1263,"R RIO COURA, LT. 32",PADRE CRUZ
1264,"R RIO COURA, LT. 58",PADRE CRUZ
1265,"R RIO LIMA, LT. 34",PADRE CRUZ
1266,"R RIO CAIA, LT. 12",PADRE CRUZ
1267,"R RIO CAIA, LT. 15 ",PADRE CRUZ
1268,"R RIO ALVA, LT. 18",PADRE CRUZ
1269,"R RIO COURA, LT. 72 ",PADRE CRUZ
1270,"R RIO PAIVA, LT. 68",PADRE CRUZ
1271,"R LUIS STTAU MONTEIRO, LT. C4",ALFINETES
1272,"R ANTONIO GEDEAO, LT. A4",ALFINETES
1273,"R RIO ZEZERE, LT. 5",PADRE CRUZ
1274,"R RIO ZEZERE, LT. 13",PADRE CRUZ
1275,"R RIO COURA, LT. 28",PADRE CRUZ
1276,"R RIO PAIVA, LT. 34",PADRE CRUZ
1277,"R HENRIQUE BARRILARO RUAS, N. 39",VALE SANTO ANTONIO
1278,"R RIO VIZELA, LT. 37",PADRE CRUZ
1279,"R RIO TAVORA, LT. 24",PADRE CRUZ
1280,"R RIO TAVORA, LT. 42",PADRE CRUZ
1281,"R RIO PAIVA, LT. 22",PADRE CRUZ
1282,"R PEDRO JOSE PEZERAT, N. 13",LOIOS
1283,"R RIO SABOR, LT. 13",PADRE CRUZ
1284,"ESTRADA BENFICA, LT. 285",PADRE CRUZ
1285,"R PROF PAIS SILVA, LT. 74",PADRE CRUZ
1286,"R RIO ZEZERE, LT. 15",PADRE CRUZ
1287,"R RIO LENA, LT. 31",PADRE CRUZ
1288,"R RIO TAMEGA, LT. 40",PADRE CRUZ
1289,"R RIO ZEZERE, LT. 11",PADRE CRUZ
1290,"R RIO ZEZERE, LT. 16",PADRE CRUZ
1291,"R RIO PAIVA, LT. 98",PADRE CRUZ
1292,"R RIO SABOR, LT. 12",PADRE CRUZ
1293,"R RIO DAO, LT. 17",PADRE CRUZ
1294,"R RIO VEZ, LT. 8",PADRE CRUZ
1295,"R RIO ZEZERE, LT. 12",PADRE CRUZ
1296,"R RIO DOURO, LT. 11",PADRE CRUZ
1297,"AV VERGILIO FERREIRA, LT. 702",ARMADOR
1298,"AV VERGILIO FERREIRA, LT. 707",ARMADOR
1299,"R RIO VIZELA, LT. 1",PADRE CRUZ
1300,"R RIO PAIVA, LT. 10",PADRE CRUZ
1301,"AV VERGILIO FERREIRA, LT. 703",ARMADOR
1302,"AV VERGILIO FERREIRA, LT. 704",ARMADOR
1303,"R RIO CORGO, LT. 37",PADRE CRUZ
1304,"R PROF PAIS SILVA, LT. 73",PADRE CRUZ
1305,"R RIO TAVORA, LT. 7",PADRE CRUZ
1306,"R RIO COURA, LT. 12",PADRE CRUZ
1307,"R PROF MARIA LEONOR BUESCU, LT. 119",PADRE CRUZ
1308,"R PROF MARIA LEONOR BUESCU, LT. 121",PADRE CRUZ
1309,"R BENTO GONCALVES, LT. 725",ARMADOR
1310,"AV VERGILIO FERREIRA, LT. 701",ARMADOR
1311,"R BENTO GONCALVES, LT. 724",ARMADOR
1312,"AV VERGILIO FERREIRA, LT. 768",ARMADOR
1313,"R RIO LENA, LT. 36",PADRE CRUZ
1314,"R RIO TEJO, LT. 8",PADRE CRUZ
1315,"R BENTO GONCALVES, LT. 721",ARMADOR
1316,"R BENTO GONCALVES, LT. 729",ARMADOR
1317,"AV VERGILIO FERREIRA, LT. 709",ARMADOR
1318,"AV VERGILIO FERREIRA, LT. 713",ARMADOR
1319,"AV VERGILIO FERREIRA, LT. 735",ARMADOR
1320,"AV FRANCOIS MITTERRAND, LT. 772",ARMADOR
1321,"AV VERGILIO FERREIRA, LT. 706",ARMADOR
1322,"AV VERGILIO FERREIRA, LT. 766",ARMADOR
1323,"R RIO LENA, LT. 78",PADRE CRUZ
1324,"R RIO CAIA, LT. 43",PADRE CRUZ
1325,"AV FRANCOIS MITTERRAND, LT. 774",ARMADOR
1326,"AV VERGILIO FERREIRA, LT. 736",ARMADOR
1327,"AV VERGILIO FERREIRA, LT. 771",ARMADOR
1328,"AV VERGILIO FERREIRA, LT. 710",ARMADOR
1329,"R RIO MIRA, LT. 12",PADRE CRUZ
1330,"R RIO CAIA, LT. 27",PADRE CRUZ
1331,"R PADRE ANTONIO FERREIRA, LT. 28",MARQUES ABRANTES
1332,"R PROF MARIA LEONOR BUESCU, LT. 122",PADRE CRUZ
1333,"AV VERGILIO FERREIRA, LT. 720",ARMADOR
1334,"R GILBERTO FREYRE, LT. 752-A",ARMADOR
1335,"AV FRANCOIS MITTERRAND, LT. 778",ARMADOR
1336,"AV FRANCOIS MITTERRAND, LT. 780",ARMADOR
1337,"R MARIA JOSE GUIA, N. 16",ALTA LISBOA SUL
1338,"R PROF MARIA LURDES BELCHIOR, LT. 8",OLAIAS
1339,"R RIO PAIVA, LT. 37",PADRE CRUZ
1340,"R RIO COURA, LT. 68",PADRE CRUZ
1341,"R GILBERTO FREYRE, LT. 752",ARMADOR
1342,"R GILBERTO FREYRE, LT. 754",ARMADOR
1343,"AV FRANCOIS MITTERRAND, LT. 773",ARMADOR
1344,"AV VERGILIO FERREIRA, LT. 733",ARMADOR
1345,"R GILBERTO FREYRE, LT. 753-A",ARMADOR
1346,"R RUI GRACIO, LT. 370-B",FLAMENGA
1347,"R RIO COURA, LT. 15",PADRE CRUZ
1348,"R RIO COURA, LT. 9",PADRE CRUZ
1349,"AV FRANCOIS MITTERRAND, LT. 775",ARMADOR
1350,"AV VERGILIO FERREIRA, LT. 714",ARMADOR
1351,"R FERREIRA DE CASTRO, LT. 333",FLAMENGA
1352,"R FERREIRA DE CASTRO, LT. 349",FLAMENGA
1353,"AV VERGILIO FERREIRA, LT. 715",ARMADOR
1354,"AV VERGILIO FERREIRA, LT. 716",ARMADOR
1355,"R RIO DAO, LT. 21",PADRE CRUZ
1356,"R RIO PAIVA, LT. 96",PADRE CRUZ
1357,"R JOAO PALMA FERREIRA, LT. 402",FLAMENGA
1358,"R FERREIRA DE CASTRO, LT. 395",FLAMENGA
1359,"R FREI JOAQUIM SANTA ROSA VITERBO, N. 8",TELHEIRAS SUL
1360,"AV AVELINO TEIXEIRA MOTA, LT. 328",FLAMENGA
1361,"AV JOAO PAULO II, EDIF MARVI II, LT. 2",ALFINETES
1362,"R TITO MORAIS, N. 23",ALTA LISBOA CENTRO
1363,"R RIO SABOR, N. 40",PADRE CRUZ
1364,"R RIO SABOR, LT. 38",PADRE CRUZ
1365,"AV DR ARLINDO VICENTE, LT. 417",FLAMENGA
1366,"R RUI GRACIO, LT. 371-B",FLAMENGA
1367,"R JOAO PALMA FERREIRA, LT. 400",FLAMENGA
1368,"AV AVELINO TEIXEIRA MOTA, LT. 312",FLAMENGA
1369,"R TITO MORAIS, N. 25",ALTA LISBOA CENTRO
1370,"R RIO SABOR, LT. 18",PADRE CRUZ
1371,"R RICARDO ORNELAS, LT. 378",FLAMENGA
1372,"AV DR ARLINDO VICENTE, LT. 415",FLAMENGA
1373,"AV DR ARLINDO VICENTE, LT. 418",FLAMENGA
1374,"AV DR ARLINDO VICENTE, LT. 406",FLAMENGA
1375,"R RIO AGUEDA, LT. 2",PADRE CRUZ
1376,"R RIO COURA, LT. 69",PADRE CRUZ
1377,"R RIO CEIRA, LT. 39",PADRE CRUZ
1378,"R RIO CEIRA, LT. 17",PADRE CRUZ
1379,"R FERREIRA DE CASTRO, LT. 391",FLAMENGA
1380,"AV AVELINO TEIXEIRA MOTA, LT. 323",FLAMENGA
1381,"R RIO LENA, LT. 4",PADRE CRUZ
1382,"R RIO VIZELA, LT. 17",PADRE CRUZ
1383,"R JOAO PALMA FERREIRA, LT. 405",FLAMENGA
1384,"AV AVELINO TEIXEIRA MOTA, LT. 317",FLAMENGA
1385,"R RIO DAO, LT. 33",PADRE CRUZ
1386,"R RIO LENA, LT. 21",PADRE CRUZ
1387,"R RICARDO ORNELAS, LT. 372",FLAMENGA
1388,"R FERREIRA DE CASTRO, LT. 338",FLAMENGA
1389,"R RIO LIMA, LT. 30",PADRE CRUZ
1390,"R RIO TAMEGA, LT. 17",PADRE CRUZ
1391,"R FERREIRA DE CASTRO, LT. 336",FLAMENGA
1392,"R RICARDO ORNELAS, LT. 374",FLAMENGA
1393,"AV AVELINO TEIXEIRA MOTA, LT. 326",FLAMENGA
1394,"R FERREIRA DE CASTRO, LT. 355",FLAMENGA
1395,"R RIO COURA, LT. 93",PADRE CRUZ
1396,"R RIO ZEZERE, LT. 14",PADRE CRUZ
1397,"R ANTONIO ALBINO MACHADO, N. 17",QUINTA BARROS
1398,"AV DR ARLINDO VICENTE, LT. 414",FLAMENGA
1399,"R NATALIA CORREIA, N. 11",GRACA
1400,"R NATALIA CORREIA, N. 13",GRACA
1401,"R RIO ZEZERE, LT. 7",PADRE CRUZ
1402,"R PROF PAIS SILVA, LT. 72",PADRE CRUZ
1403,"R PROF PAIS SILVA, LT. 75",PADRE CRUZ
1404,"R RIO TAMEGA, LT. 28",PADRE CRUZ
1405,"R FERREIRA DE CASTRO, LT. 385",FLAMENGA
1406,"R FERREIRA DE CASTRO, LT. 330",FLAMENGA
1407,"R RIO CAIA, LT. 53",PADRE CRUZ
1408,"R RIO COURA, LT. 20",PADRE CRUZ
1409,"AV DR ARLINDO VICENTE, LT. 420",FLAMENGA
1410,"R JOAO PALMA FERREIRA, LT. 399",FLAMENGA
1411,"R JOAO PALMA FERREIRA, LT. 401",FLAMENGA
1412,"R FERREIRA DE CASTRO, LT. 340",FLAMENGA
1413,"R RIO MIRA, LT. 27",PADRE CRUZ
1414,"AV VERGILIO FERREIRA, LT. 705",ARMADOR
1415,"R FABRICA TECIDOS LISBONENSES, N. 8",CARLOS BOTELHO
1416,"R FERREIRA DE CASTRO, LT. 344",FLAMENGA
1417,"R BENTO GONCALVES, LT. 722",ARMADOR
1418,"R GILBERTO FREYRE, LT. 745",ARMADOR
1419,"AV AVELINO TEIXEIRA MOTA, LT. 322",FLAMENGA
1420,"R FERREIRA DE CASTRO, LT. 343",FLAMENGA
1421,"AV VERGILIO FERREIRA, LT. 764",ARMADOR
1422,"AV VERGILIO FERREIRA, LT. 767",ARMADOR
1423,"R TRES BAIRRO QUINTA JACINTO, LT. 2",JACINTO
1424,"RUA DA GNR, LT. 2",ACUCENAS
1425,"AV VERGILIO FERREIRA, LT. 769",ARMADOR
1426,"AV VERGILIO FERREIRA, LT. 770",ARMADOR
1427,"R BUGANVILIAS, LT. 9",BOAVISTA
1428,"R RAINHA D CATARINA, LT. 13",BOAVISTA
1429,"AV VERGILIO FERREIRA, LT. 708",ARMADOR
1430,"AV FRANCOIS MITTERRAND, LT. 777",ARMADOR
1431,"R RAINHA D CATARINA, LT. 15",BOAVISTA
1432,"R MAGNOLIAS, LT. 11",BOAVISTA
1433,"AV FRANCOIS MITTERRAND, LT. 779",ARMADOR
1434,"AV VERGILIO FERREIRA, LT. 732",ARMADOR
1435,"R PROF MARIA LEONOR BUESCU, LT. 126",PADRE CRUZ
1436,"R PADRE ANTONIO FERREIRA, LT. 30",MARQUES ABRANTES
1437,"AV VERGILIO FERREIRA, LT. 717",ARMADOR
1438,"R GILBERTO FREYRE, LT. 747",ARMADOR
1439,"R RAINHA D CATARINA, LT. 57",BOAVISTA
1440,"R BUGANVILIAS, LT. 4",BOAVISTA
1441,"R GILBERTO FREYRE, LT. 750-A",ARMADOR
1442,"R GILBERTO FREYRE, LT. 751",ARMADOR
1443,"R CARLOS CONDE, N. 3",LIBERDADE
1444,"R JOSEPH PIEL, N. 2",VALE SANTO ANTONIO
1445,"R RAINHA D CATARINA, LT. 56",BOAVISTA
1446,"R RAINHA D CATARINA, LT. 54",BOAVISTA
1447,"R BUGANVILIAS, LT. 7",BOAVISTA
1448,"R RAINHA D CATARINA, LT. 8",BOAVISTA
1449,"R FERREIRA DE CASTRO, LT. 396",FLAMENGA
1450,"R RICARDO ORNELAS, LT. 382",FLAMENGA
1451,"BO DA BOAVISTA RUA 1, LT. 14",BOAVISTA
1452,"R ACACIAS, LT. B",BOAVISTA
1453,"R RICARDO ORNELAS, LT. 384",FLAMENGA
1454,"R RUI GRACIO, LT. 370-A",FLAMENGA
1455,"R BEGONIAS, LT. 45",BOAVISTA
1456,"R BEGONIAS, LT. 47",BOAVISTA
1457,"R RICARDO ORNELAS, LT. 376",FLAMENGA
1458,"AV CEUTA NORTE - QTA LOUREIRO, LT. 15",VALE ALCANTARA
1459,"BO DA BOAVISTA RUA 1, LT. 40",BOAVISTA
1460,"BO DA BOAVISTA RUA 2, LT. 36",BOAVISTA
1461,"R ANTONIO ALBINO MACHADO, N. 24-BLOCO C",QUINTA BARROS
1462,"AV DR ARLINDO VICENTE, LT. 412",FLAMENGA
1463,"BO DA BOAVISTA RUA 3, LT. 12",BOAVISTA
1464,"BO DA BOAVISTA RUA 3, LT. 34",BOAVISTA
1465,"RUA ACUCENAS, LT. 5",ACUCENAS
1466,"R FERREIRA DE CASTRO, LT. 394",FLAMENGA
1467,"R HENRIQUE BARRILARO RUAS, N. 21",VALE SANTO ANTONIO
1468,"BO LIBERDADE - RUA C, LT. 13",LIBERDADE
1469,"BO DA BOAVISTA RUA 3, LT. 48",BOAVISTA
1470,"BO DA BOAVISTA RUA 3, LT. 69",BOAVISTA
1471,"RUA ACUCENAS, LT. 4",ACUCENAS
1472,"R FERREIRA DE CASTRO, LT. 390",FLAMENGA
1473,"R TITO MORAIS, N. 41",ALTA LISBOA CENTRO
1474,"R MANUEL LOPES, N. 1",ALTA LISBOA CENTRO
1475,"BO DA BOAVISTA RUA 4, LT. 180",BOAVISTA
1476,"BO DA BOAVISTA RUA 4, LT. 41",BOAVISTA
1477,"R FERREIRA DE CASTRO, LT. 393",FLAMENGA
1478,"RUA ACUCENAS, LT. 7",ACUCENAS
1479,"R PADRE ANTONIO FERREIRA, LT. 33",MARQUES ABRANTES
1480,"BO DA BOAVISTA RUA 4, LT. 220",BOAVISTA
1481,"R GILBERTO FREYRE, LT. 751-A",ARMADOR
1482,"R FREI JOAQUIM SANTA ROSA VITERBO, N. 6",TELHEIRAS SUL
1483,"BO DA BOAVISTA RUA 2, LT. 48",BOAVISTA
1484,"R RAINHA D BRITES, LT. 50",BOAVISTA
1485,"R RICARDO ORNELAS, LT. 383",FLAMENGA
1486,"R FERREIRA DE CASTRO, LT. 352",FLAMENGA
1487,"R RAINHA D BRITES, LT. 52",BOAVISTA
1488,"R RAINHA D BRITES, LT. 53",BOAVISTA
1489,"R FABRICA MOAGENS, N. 1",CARLOS BOTELHO
1490,"BO LIBERDADE - RUA C, LT. 8",LIBERDADE
1491,"R FERREIRA DE CASTRO, LT. 354",FLAMENGA
1492,"R FERREIRA DE CASTRO, LT. 346",FLAMENGA
1493,"BO DA BOAVISTA RUA 1, LT. 16",BOAVISTA
1494,"BO DA BOAVISTA RUA 1, LT. 18",BOAVISTA
1495,"BO LIBERDADE - RUA C, LT. 7",LIBERDADE
1496,"R TITO MORAIS, N. 8",ALTA LISBOA CENTRO
1497,"AV AVELINO TEIXEIRA MOTA, LT. 316",FLAMENGA
1498,"AV AVELINO TEIXEIRA MOTA, LT. 320",FLAMENGA
1499,"BO DA BOAVISTA RUA 1, LT. 28",BOAVISTA
1500,"BO DA BOAVISTA RUA 1, LT. 30",BOAVISTA
1501,"R RAINHA D MARIA I, LT. 18",BOAVISTA
1502,"R RAINHA D CATARINA, LT. 58-A",BOAVISTA
1503,"BO DA BOAVISTA RUA 1, LT. 46",BOAVISTA
1504,"BO DA BOAVISTA RUA 1, LT. 52",BOAVISTA
1505,"BO DA BOAVISTA RUA 1, LT. 24",BOAVISTA
1506,"BO DA BOAVISTA RUA 2, LT. 13",BOAVISTA
1507,"R AZEVINHO, LT. 26",BOAVISTA
1508,"R RAINHA D CATARINA, LT. 2-A",BOAVISTA
